date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
2020-10-18,-9.0,-18.0,-6.0,-17.0,-19.0,13.0,4974.0,3.0,11.142999999999999,34.0,0.0,0.429,374.64599999999996,0.226,0.8390000000000001,2.5610000000000004,0.0,0.032,1.19,1881.0,534409.0,40.251999999999995,0.142,2203.0,0.166,0.0051,197.7,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-19,3.0,-9.0,4.0,-11.0,-19.0,13.0,4992.0,18.0,12.429,34.0,0.0,0.28600000000000003,376.00199999999995,1.3559999999999999,0.9359999999999999,2.5610000000000004,0.0,0.022000000000000002,1.22,1373.0,535782.0,40.356,0.10300000000000001,2092.0,0.158,0.0059,168.3,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-20,3.0,-13.0,5.0,-15.0,-21.0,13.0,4996.0,4.0,12.571,34.0,0.0,0.28600000000000003,376.30400000000003,0.301,0.9470000000000001,2.5610000000000004,0.0,0.022000000000000002,1.21,997.0,536779.0,40.431,0.075,1962.0,0.14800000000000002,0.0064,156.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-21,5.0,-14.0,3.0,-13.0,-19.0,12.0,5012.0,16.0,10.286,34.0,0.0,0.14300000000000002,377.509,1.205,0.775,2.5610000000000004,0.0,0.011000000000000001,1.23,1306.0,538085.0,40.529,0.098,1877.0,0.141,0.0055,182.5,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-22,7.0,-11.0,10.0,-11.0,-19.0,12.0,5017.0,5.0,9.142999999999999,34.0,0.0,0.14300000000000002,377.885,0.377,0.6890000000000001,2.5610000000000004,0.0,0.011000000000000001,1.28,2051.0,540136.0,40.684,0.154,1897.0,0.14300000000000002,0.0048,207.5,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-23,7.0,-14.0,9.0,-14.0,-18.0,12.0,5052.0,35.0,12.429,34.0,0.0,0.0,380.52099999999996,2.636,0.9359999999999999,2.5610000000000004,0.0,0.0,1.34,2086.0,542222.0,40.841,0.157,1703.0,0.128,0.0073,137.0,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-24,10.0,-4.0,10.0,-11.0,-5.0,8.0,5060.0,8.0,12.714,34.0,0.0,0.0,381.124,0.603,0.958,2.5610000000000004,0.0,0.0,1.25,3698.0,545920.0,41.119,0.27899999999999997,1913.0,0.14400000000000002,0.0066,150.5,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-25,-4.0,-17.0,1.0,-18.0,-19.0,11.0,5066.0,6.0,13.142999999999999,34.0,0.0,0.0,381.57599999999996,0.452,0.99,2.5610000000000004,0.0,0.0,1.18,1282.0,547202.0,41.216,0.09699999999999999,1828.0,0.138,0.0072,139.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-26,11.0,-8.0,10.0,-13.0,-17.0,12.0,5073.0,7.0,11.571,34.0,0.0,0.0,382.103,0.527,0.872,2.5610000000000004,0.0,0.0,1.17,,,,,1755.0,0.132,0.0066,151.7,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-27,4.0,-14.0,7.0,-16.0,-20.0,13.0,5084.0,11.0,12.571,35.0,1.0,0.14300000000000002,382.93199999999996,0.8290000000000001,0.9470000000000001,2.636,0.075,0.011000000000000001,1.21,,548938.0,41.347,,1737.0,0.131,0.0072,138.2,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-28,15.0,-7.0,2.0,-6.0,-18.0,10.0,5129.0,45.0,16.714000000000002,35.0,0.0,0.14300000000000002,386.32099999999997,3.389,1.2590000000000001,2.636,0.0,0.011000000000000001,1.23,1594.0,550532.0,41.467,0.12,1778.0,0.134,0.0094,106.4,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-29,5.0,-13.0,-5.0,-11.0,-20.0,12.0,5131.0,2.0,16.285999999999998,35.0,0.0,0.14300000000000002,386.472,0.151,1.227,2.636,0.0,0.011000000000000001,1.1,,,,,1724.0,0.13,0.0094,105.9,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-30,5.0,-11.0,-3.0,-10.0,-21.0,13.0,5134.0,3.0,11.714,35.0,0.0,0.14300000000000002,386.69800000000004,0.226,0.882,2.636,0.0,0.011000000000000001,1.0,,553876.0,41.718,,1665.0,0.125,0.006999999999999999,142.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-10-31,10.0,-2.0,2.0,-7.0,-9.0,10.0,5137.0,3.0,11.0,35.0,0.0,0.14300000000000002,386.92400000000004,0.226,0.8290000000000001,2.636,0.0,0.011000000000000001,0.98,1810.0,555686.0,41.855,0.136,1395.0,0.105,0.0079,126.8,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-01,-3.0,-13.0,-7.0,-10.0,-18.0,11.0,5146.0,9.0,11.429,35.0,0.0,0.14300000000000002,387.602,0.6779999999999999,0.861,2.636,0.0,0.011000000000000001,0.99,1848.0,557534.0,41.994,0.139,1476.0,0.111,0.0077,129.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-02,12.0,-4.0,-1.0,-10.0,-17.0,12.0,5155.0,9.0,11.714,35.0,0.0,0.14300000000000002,388.28,0.6779999999999999,0.882,2.636,0.0,0.011000000000000001,1.02,1443.0,558977.0,42.103,0.109,1558.0,0.11699999999999999,0.0075,133.0,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-03,13.0,-8.0,4.0,-9.0,-18.0,11.0,5162.0,7.0,11.142999999999999,35.0,0.0,0.0,388.80699999999996,0.527,0.8390000000000001,2.636,0.0,0.0,1.07,1310.0,560287.0,42.201,0.099,1621.0,0.122,0.0069,145.5,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-04,10.0,-12.0,4.0,-8.0,-17.0,9.0,5174.0,12.0,6.428999999999999,35.0,0.0,0.0,389.711,0.904,0.484,2.636,0.0,0.0,1.12,1604.0,561891.0,42.321999999999996,0.121,1623.0,0.122,0.004,252.4,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-05,7.0,-15.0,2.0,-13.0,-17.0,11.0,5192.0,18.0,8.714,36.0,1.0,0.14300000000000002,391.066,1.3559999999999999,0.6559999999999999,2.7119999999999997,0.075,0.011000000000000001,1.23,980.0,562871.0,42.396,0.07400000000000001,1524.0,0.115,0.0057,174.9,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-06,-3.0,-22.0,-1.0,-16.0,-18.0,13.0,5208.0,16.0,10.571,36.0,0.0,0.14300000000000002,392.272,1.205,0.7959999999999999,2.7119999999999997,0.0,0.011000000000000001,1.26,1805.0,564676.0,42.532,0.136,1543.0,0.11599999999999999,0.0069,146.0,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-07,12.0,-6.0,6.0,-10.0,-6.0,9.0,5213.0,5.0,10.857000000000001,36.0,0.0,0.14300000000000002,392.648,0.377,0.818,2.7119999999999997,0.0,0.011000000000000001,1.29,1333.0,566009.0,42.632,0.1,1475.0,0.111,0.0074,135.9,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-08,-5.0,-19.0,-4.0,-19.0,-17.0,11.0,5222.0,9.0,10.857000000000001,36.0,0.0,0.14300000000000002,393.32599999999996,0.6779999999999999,0.818,2.7119999999999997,0.0,0.011000000000000001,1.37,2859.0,568868.0,42.848,0.215,1619.0,0.122,0.0067,149.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-09,7.0,-10.0,10.0,-11.0,-16.0,12.0,5242.0,20.0,12.429,38.0,2.0,0.429,394.832,1.506,0.9359999999999999,2.862,0.151,0.032,1.49,1741.0,570609.0,42.979,0.131,1662.0,0.125,0.0075,133.7,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-10,3.0,-18.0,6.0,-19.0,-18.0,14.0,5262.0,20.0,14.286,40.0,2.0,0.7140000000000001,396.339,1.506,1.0759999999999998,3.013,0.151,0.054000000000000006,1.6,1293.0,571902.0,43.076,0.09699999999999999,1659.0,0.125,0.0086,116.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-11,11.0,-12.0,1.0,-12.0,-16.0,11.0,5312.0,50.0,19.714000000000002,41.0,1.0,0.857,400.105,3.766,1.485,3.088,0.075,0.065,1.67,2974.0,574876.0,43.3,0.22399999999999998,1855.0,0.14,0.0106,94.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-12,6.0,-15.0,-1.0,-11.0,-16.0,11.0,5319.0,7.0,18.143,41.0,0.0,0.7140000000000001,400.63199999999995,0.527,1.367,3.088,0.0,0.054000000000000006,1.63,,,,,2056.0,0.155,0.0088,113.3,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-13,2.0,-15.0,4.0,-16.0,-15.0,13.0,5362.0,43.0,22.0,42.0,1.0,0.857,403.871,3.239,1.6569999999999998,3.1630000000000003,0.075,0.065,1.66,,,,,2139.0,0.161,0.0103,97.2,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-14,11.0,-7.0,9.0,-8.0,-6.0,9.0,5394.0,32.0,25.857,42.0,0.0,0.857,406.281,2.41,1.9480000000000002,3.1630000000000003,0.0,0.065,1.63,,,,,2290.0,0.172,0.0113,88.6,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-15,-5.0,-22.0,-4.0,-19.0,-18.0,12.0,5455.0,61.0,33.286,45.0,3.0,1.286,410.876,4.595,2.5069999999999997,3.389,0.226,0.09699999999999999,1.59,,,,,2223.0,0.16699999999999998,0.015,66.8,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-16,9.0,-12.0,13.0,-14.0,-14.0,12.0,5491.0,36.0,35.571,45.0,0.0,1.0,413.587,2.7119999999999997,2.679,3.389,0.0,0.075,1.46,,,,,2315.0,0.174,0.0154,65.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-17,7.0,-15.0,11.0,-17.0,-16.0,11.0,5507.0,16.0,35.0,46.0,1.0,0.857,414.793,1.205,2.636,3.465,0.075,0.065,1.36,,,,,2471.0,0.18600000000000003,0.0142,70.6,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-18,5.0,-18.0,6.0,-15.0,-15.0,11.0,5543.0,36.0,33.0,46.0,0.0,0.7140000000000001,417.504,2.7119999999999997,2.4859999999999998,3.465,0.0,0.054000000000000006,1.28,,,,,2388.0,0.18,0.0138,72.4,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-19,6.0,-17.0,4.0,-13.0,-15.0,11.0,5572.0,29.0,36.143,46.0,0.0,0.7140000000000001,419.68800000000005,2.184,2.722,3.465,0.0,0.054000000000000006,1.26,,593977.0,44.739,,2388.0,0.18,0.0151,66.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-20,5.0,-15.0,4.0,-10.0,-15.0,11.0,5586.0,14.0,32.0,46.0,0.0,0.5710000000000001,420.74300000000005,1.054,2.41,3.465,0.0,0.043,1.23,,,,,2559.0,0.193,0.0125,80.0,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-21,11.0,-7.0,5.0,-8.0,-5.0,9.0,5620.0,34.0,32.286,46.0,0.0,0.5710000000000001,423.30400000000003,2.5610000000000004,2.432,3.465,0.0,0.043,1.26,,,,,2731.0,0.20600000000000002,0.0118,84.6,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-22,-2.0,-18.0,0.0,-15.0,-14.0,10.0,5665.0,45.0,30.0,47.0,1.0,0.28600000000000003,426.69300000000004,3.389,2.26,3.54,0.075,0.022000000000000002,1.27,,604742.0,45.55,,2902.0,0.21899999999999997,0.0103,96.7,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-23,7.0,-14.0,10.0,-13.0,-13.0,11.0,5726.0,61.0,33.571,47.0,0.0,0.28600000000000003,431.288,4.595,2.529,3.54,0.0,0.022000000000000002,1.26,2541.0,607283.0,45.74100000000001,0.191,2924.0,0.22,0.0115,87.1,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-24,4.0,-17.0,5.0,-19.0,-16.0,12.0,5750.0,24.0,34.714,47.0,0.0,0.14300000000000002,433.096,1.808,2.615,3.54,0.0,0.011000000000000001,1.19,2084.0,609367.0,45.898,0.157,2881.0,0.217,0.012,83.0,samples tested,,,,,,,,,,,,,,63.89,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-25,6.0,-14.0,4.0,-15.0,-13.0,11.0,5779.0,29.0,33.714,47.0,0.0,0.14300000000000002,435.28,2.184,2.539,3.54,0.0,0.011000000000000001,1.14,2317.0,611684.0,46.073,0.175,2871.0,0.21600000000000003,0.0117,85.2,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-26,8.0,-13.0,6.0,-11.0,-13.0,10.0,5851.0,72.0,39.857,47.0,0.0,0.14300000000000002,440.70300000000003,5.422999999999999,3.002,3.54,0.0,0.011000000000000001,1.15,2583.0,614267.0,46.266999999999996,0.195,2899.0,0.218,0.0137,72.7,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-27,8.0,-13.0,4.0,-9.0,-13.0,10.0,5872.0,21.0,40.857,47.0,0.0,0.14300000000000002,442.285,1.5819999999999999,3.077,3.54,0.0,0.011000000000000001,1.07,2991.0,617258.0,46.492,0.225,2813.0,0.212,0.0145,68.8,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-28,17.0,-3.0,8.0,-5.0,-4.0,8.0,5891.0,19.0,38.714,47.0,0.0,0.14300000000000002,443.716,1.431,2.9160000000000004,3.54,0.0,0.011000000000000001,1.01,2761.0,620019.0,46.7,0.20800000000000002,2695.0,0.203,0.0144,69.6,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-29,-5.0,-21.0,-2.0,-16.0,-18.0,14.0,5919.0,28.0,36.286,48.0,1.0,0.14300000000000002,445.825,2.109,2.733,3.615,0.075,0.011000000000000001,0.99,2054.0,622073.0,46.855,0.155,2476.0,0.18600000000000003,0.0147,68.2,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-11-30,13.0,-8.0,14.0,-9.0,-10.0,10.0,5934.0,15.0,29.714000000000002,49.0,1.0,0.28600000000000003,446.955,1.13,2.238,3.6910000000000003,0.075,0.022000000000000002,0.98,2042.0,624115.0,47.00899999999999,0.154,2405.0,0.18100000000000002,0.0124,80.9,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-01,13.0,-9.0,10.0,-13.0,-12.0,10.0,5948.0,14.0,28.285999999999998,49.0,0.0,0.28600000000000003,448.009,1.054,2.131,3.6910000000000003,0.0,0.022000000000000002,1.01,2196.0,626311.0,47.174,0.165,2421.0,0.182,0.0117,85.6,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-02,13.0,-12.0,5.0,-10.0,-10.0,10.0,5994.0,46.0,30.714000000000002,50.0,1.0,0.429,451.474,3.465,2.313,3.766,0.075,0.032,1.08,2820.0,629131.0,47.387,0.212,2492.0,0.188,0.0123,81.1,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-03,12.0,-12.0,4.0,-8.0,-11.0,10.0,6011.0,17.0,22.857,50.0,0.0,0.429,452.754,1.28,1.722,3.766,0.0,0.032,1.12,2467.0,631598.0,47.573,0.18600000000000003,2476.0,0.18600000000000003,0.0092,108.3,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-04,13.0,-11.0,8.0,-6.0,-10.0,9.0,6043.0,32.0,24.429000000000002,51.0,1.0,0.5710000000000001,455.165,2.41,1.84,3.841,0.075,0.043,1.2,3712.0,635310.0,47.852,0.28,2579.0,0.19399999999999998,0.0095,105.6,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-05,20.0,-1.0,16.0,-3.0,-2.0,6.0,6084.0,41.0,27.570999999999998,51.0,0.0,0.5710000000000001,458.25300000000004,3.088,2.077,3.841,0.0,0.043,1.28,3662.0,638972.0,48.128,0.276,2708.0,0.204,0.0102,98.2,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-06,4.0,-14.0,5.0,-12.0,-14.0,9.0,6129.0,45.0,30.0,51.0,0.0,0.429,461.642,3.389,2.26,3.841,0.0,0.032,1.35,,,,,2818.0,0.212,0.0106,93.9,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-07,11.0,-11.0,11.0,-10.0,-12.0,10.0,6191.0,62.0,36.714,51.0,0.0,0.28600000000000003,466.31199999999995,4.67,2.765,3.841,0.0,0.022000000000000002,1.4,,644631.0,48.553999999999995,,2931.0,0.221,0.0125,79.8,samples tested,,,,,,,,,,,,,,72.22,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-08,12.0,-10.0,10.0,-10.0,-9.0,11.0,6237.0,46.0,41.286,51.0,0.0,0.28600000000000003,469.777,3.465,3.11,3.841,0.0,0.022000000000000002,1.42,2182.0,646813.0,48.718999999999994,0.16399999999999998,2929.0,0.221,0.0141,70.9,samples tested,,,,,,,,,,,,,,70.37,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-09,14.0,-11.0,14.0,-3.0,-9.0,11.0,6278.0,41.0,40.571,53.0,2.0,0.429,472.865,3.088,3.056,3.992,0.151,0.032,1.45,3855.0,650668.0,49.00899999999999,0.29,3077.0,0.23199999999999998,0.0132,75.8,samples tested,,,,,,,,,,,,,,70.37,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-10,12.0,-11.0,15.0,-1.0,-11.0,14.0,6349.0,71.0,48.286,53.0,0.0,0.429,478.213,5.348,3.637,3.992,0.0,0.032,1.52,3654.0,654322.0,49.284,0.275,3246.0,0.244,0.0149,67.2,samples tested,,,,,,,,,,,,,,70.37,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-11,12.0,-10.0,21.0,-2.0,-11.0,15.0,6428.0,79.0,55.0,54.0,1.0,0.429,484.163,5.95,4.143,4.067,0.075,0.032,1.57,3673.0,657995.0,49.56100000000001,0.27699999999999997,3241.0,0.244,0.017,58.9,samples tested,,,,,,,,,,,,,,70.37,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-12,19.0,1.0,30.0,4.0,-2.0,11.0,6528.0,100.0,63.428999999999995,56.0,2.0,0.7140000000000001,491.695,7.532,4.7780000000000005,4.218,0.151,0.054000000000000006,1.59,3642.0,661637.0,49.835,0.27399999999999997,3238.0,0.244,0.0196,51.0,samples tested,,,,,,,,,,,,,,70.37,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-13,3.0,-11.0,22.0,-6.0,-11.0,15.0,6659.0,131.0,75.714,56.0,0.0,0.7140000000000001,501.56199999999995,9.867,5.702999999999999,4.218,0.0,0.054000000000000006,1.57,,,,,3258.0,0.245,0.0232,43.0,samples tested,,,,,,,,,,,,,,70.37,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-14,15.0,-7.0,28.0,-2.0,-11.0,15.0,6747.0,88.0,79.429,56.0,0.0,0.7140000000000001,508.191,6.627999999999999,5.983,4.218,0.0,0.054000000000000006,1.49,,,,,3278.0,0.247,0.0242,41.3,samples tested,,,,,,,,,,,,,,58.8,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2020-12-15,10.0,-11.0,26.0,-10.0,-13.0,17.0,6832.0,85.0,85.0,57.0,1.0,0.857,514.5930000000001,6.402,6.402,4.293,0.075,0.065,1.43,,,,,3391.0,0.255,0.0251,39.9,samples tested,,,,,,,,,,,,,,58.8,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
